Ensembl ID,Description,Gene Name,OMIM number,Curator's Note,PubMed IDs,Localisation,First order,Second order,In SCGSv1,Predicted in SCGSv1 paper,Predicted in CiliaCarta
ENSG00000137822,tubulin gamma complex associated protein 4(TUBGCP4),TUBGCP4,,"Also known as GCP4. Required for the initial assembly of γ-tubulin ring complexes and for their stabilization after assembly. These complexes are used as templates for the longitudinal association with α/β-tubulin dimers during the nucleation process (PMID: 29514869, PMID: 32317396). Associates with γ-tubulin small complexes, GCP5 and GCP6 (PMID: 21725292). Mutations have been identified in patients with autosomal- recessive microcephaly and chorioretinopathy. Role in maintenance of retinal homeostasis, through participating in assembly of γ- TuRC (PMID: 31209365).","PMID: 29514869, PMID: 21725292, PMID: 31209365, PMID: 32317396","Basal Body, Centriole, Cytosol",x,,x,,x
ENSG00000128159,tubulin gamma complex associated protein 6(TUBGCP6),TUBGCP6,,"Also known as GCP6. Required for the initial assembly of γ-tubulin ring complexes and for their stabilization after assembly. These complexes are used as templates for the longitudinal association with α/β-tubulin dimers during the nucleation process (PMID: 29514869, PMID: 32317396). Associates with γ-tubulin small complexes, GCP4 and GCP5 (PMID: 21725292).","PMID: 29514869, PMID: 32317396, PMID: 21725292","Basal Body, Centriole, Cytosol",x,,x,,x
ENSG00000112041,tubby like protein 1(TULP1),TULP1,602280,"Role in intracellular transport, cell differentiation, signaling, and motility. Mutations result in progressive photoreceptor degeneration in mice and retinitis pigmentosa in humans (PMID: 33187986, PMID: 25074776, PMID: 9462750).","PMID: 33187986, PMID: 25074776, PMID: 9462750","Plasma Membrane, inner segment of photoreceptors,",,x,x,,x
ENSG00000078246,tubby like protein 3(TULP3),TULP3,,"Role in intracellular transport, cell differentiation, signaling, and motility (PMID: 33187986). Associates with IFT-A in a complex to regulate trafficking and localisation of G protein-coupled receptors into cilia. Negative regulator of Hedgehog signaling (PMID: 20889716). Adapter for ciliary trafficking of membrane cargo; regulates PC1/2 complex trafficking (PMID:","PMID: 33187986, PMID: 20889716, PMID: 28154160, PMID: 19286674, PMID: 30799240, PMID: 30583862","Nucleus, cytoplasm, plasma membrane, ciliary tip",x,,x,,x
ENSG00000113621,thioredoxin domain containing 15(TXNDC15),TXNDC15,,"Mutated in patients with Meckel-Gruber syndrome (PMID: 27894351, PMID: 30851085, PMID: 31411728). Loss of TXNDC15 prevented correct localization of the TMEM67 ciliary receptor to the transition zone (PMID: 27894351).",PMID: 27894351; PMID: 30851085; PMID: 31411728,Not reported,,,,,
ENSG00000104517,ubiquitin protein ligase E3 component n-recognin 5(UBR5),UBR5,,Positive regulator of ciliogenesis. Ubiquitylates CSPP1 and is required for cytoplasmic organisation of CSPP1-associated centriolar satellites in centrosomal periphery. Regulates ciliogenesis via maintenance of centriolar satellite stability and CSPP1 localisation (PMID: 29742019).,PMID: 29742019,"Centrosome, centriolar satellites",x,,,,
ENSG00000162543,UBX domain protein 10(UBXN10),UBXN10,,Facilitates recruitment of VCP to IFT-B. Interaction with VCP is required for UBXN10 ciliary localisation. Depletion of UBXN10 in zebrafish causes defects in left-right asymmetry (PMID: 26389662).,PMID: 26389662,Cilia,x,,,,x
ENSG00000169344,uromodulin(UMOD),UMOD,191845,"Mutations are responsible for medullary cystic kidney disease type 2 (PMID: 15029248), familial juvenile hyperuricemic nephropathy and glomerulocystic kidney disease. Expressed in renal primary cilia. UMOD mutations result in decreased ciliary uromodulin expression and delayed ER to Golgi trafficking (PMID: 20172860 ).","PMID: 15029248, PMID: 20172860",Base of cilium and along the entire length of the cilium in renal cells.,x,,,,x
ENSG00000006611,USH1 protein network component harmonin(USH1C),USH1C,605242,"Interacts with DOCK4 to regulate actin cytoskeleton organisation in stereocilia. Mutation are associated with Usher syndrome type 1c (PMID: 16464467). Binds to myosin VIIa,cadherin 23 and F-actin (PMID: 12588794).","PMID: 16464467, PMID: 12588794",Stereocilium,x,,x,,x
ENSG00000042781,usherin(USH2A),USH2A,608400,"MIM: 608400 (PMID: 10738000) Required for the long-term maintenance of retinal photoreceptors (PMID: 17360538). Interacts and colocalises with Nlp and lebercilin at the centrosome (PMID: 18826961). Interacts with SPAG5 and NINL to regulate microtubule-based cytoplasmic trafficking of proteins required for ciliogenesis, maintenance and/or function, to the apical inner segment and basal body of photoreceptor. Mutations are associated withnon- syndromic retinitis pigmentosa and Usher syndrome (PMID: 23351521).","PMID: 10738000, PMID: 17360538, PMID: 18826961, PMID: 23351521","Cilium, Centrosome, connecting cilium, stereocilia , ciliary membrane,",x,,x,,x
ENSG00000138592,ubiquitin specific peptidase 8(USP8),USP8,,"Binds to, stabilises and deubiquitinates HIF1α to control ciliogenesis, maintaining a basal expression of HIF1α (PMID: 24378640). Recruited by SUMOylated Smo to antagonise Smo ubiquitination and degradation, leading to increased Hh pathway activity (PMID: 27746045). USP8 phosphorylation by EGFR is essential for suppression of ciliogenesis, indicating that mutations or lack of USP8 function may cause ciliopathies through elongation of primary cilia (PMID: 29472535).","PMID: 24378640; PMID: 27746045, PMID: 29472535","Cytosol, early endosome, plasma membrane, midbody",,x,,,
ENSG00000124486,"ubiquitin specific peptidase 9, X-linked(USP9X)",USP9X,300072,"Deubiquitinating enzyme localised to centrosome, involved in context-dependent ciliogenesis. Regulates level of ubiquitination of NPHP5 to control ciliogenesis. In the G0/G1/S phase, USP9X is recruited to the centrosome by NPHP5, and later protects NPHP5 from ubiquitination, promoting cilia assembly. In the G2/M phase, USP9X dissociates from the centrosome allowing BBS11 to K63 ubiquitinate NPHP5, triggering loss of cilia. Works with two E3 ubiquitin ligases BBS11/TRIM32 and MARCHF7 (PMID: 28498859). Binds and stabilises PCM1 to prevent its degradation and regulate","PMID: 28498859, PMID: 30584065, PMID: 31671755","Cytosol, golgi complex, centrosome, centriolar satellite, cilia.",x,,,,
ENSG00000162738,VANGL planar cell polarity protein 2(VANGL2),VANGL2,600533,"Planar cell polarity protein, equired for Kupffer's vesicle function and establishment of asymmetry. Interacts with BBS8 to establish and maintain the left–right asymmetry during early embryogenesis in zebrafish. Required for nuclear positioning, centrosome migration and regulation of the number and length of cilia (PMID: 20643117). Cooperates with cofilin to target Rab11+ vesicles containing planar planar cell polarity proteins to the apical membrane (PMID: 23406901). Interacts with Arl13b to regulate cilia and photoreceptor outer segment length in Zebrafish. Mutations cause neural tube defects (PMID: 27571019).","PMID: 20643117, PMID: 23406901, PMID: 27571019","COPII-coated ER to Golgi vesicles, basal body, proximal ciliary axoneme.",x,,,,x
ENSG00000165280,valosin containing protein(VCP),VCP,,Regulator of protein quality control and ubiquitin-mediated signaling. Interacts wiith UBXN10 to control its localisation to cilia. VCP and UBXN10 interaction is also required for ciliogenesis and maintenance of cilia (PMID: 26389662).,PMID: 26389662,"Cytosol, ER, cilia.",x,,,,
ENSG00000134086,von Hippel-Lindau tumor suppressor(VHL),VHL,608537,"MIM: 193300, MIM: 144700, MIM: 171300, MIM: 263400; Somatic inactivation of VHL causes renal and pancreatic cysts associated with cilia loss. Stabilises microtubule dynamics in the axoneme (PMID: 17450132). Interacts with KIF3A and kinesin‐2 to bind microtubules. Mutations cause von Hippel-Lindau disease (PMID: 17825299). Depletion or reduction of VHL leads to fewer ciliated cells, which suggestes a role in ciliary formation and/or maintenance (PMID: 17912253, PMID: 16775032). Influences epithelial cell polarity and induces primary cilium formation in renal cells (PMID: 16849532). Required for oriented growth of microtubules toward the cell periphery,which is critical for ciliogenesis (PMID: 17101696). Phosphorylated by Nek1, which promotes its degradation to regulate ciliary homeostasis (PMID: 23255108).","PMID: 17450132, PMID: 17825299, PMID: 17912253, PMID: 16775032, PMID: 16849532, PMID: 17101696, PMID: 23255108","Cilium, cytosol.",x,,x,,x
ENSG00000132612,vacuolar protein sorting 4 homolog A(VPS4A),VPS4A,,"Dynamic component of both centrioles. Regulates centrosome localisation and levels of γ-tubulin, centriolar satellite stability and ciliogenesis. Rssential for activation of membrane remodeling during cilium extention. Depletion alters centrosome numbers and size (PMID: 29463826).De Novo VPS4A Mutations Cause Multisystem Disease with Abnormal Neurodevelopment, with mutations affecting Mutations affected other ESCRT-dependent cellular processes, including regulation of centrosome number, primary cilium morphology, nuclear membrane morphology, chromosome segregation, mitotic spindle formation, and cell cycle progression (PMID: 33186545)",PMID: 29463826; PMID: 33186545,"Centrosome, transition zone",x,,,,
ENSG00000132970,WASP family member 3(WASF3),WASF3,,Arp2/3 complex activator. PCARE and WASF3 regulate ciliary F-actin assembly that is required for the initiation of photoreceptor outer segment disk formation (PMID: 32312818),PMID: 32312818,Actin,,x,,,
ENSG00000120008,WD repeat domain 11(WDR11),WDR11,606417,"Modulates the Hedgehog (Hh) signalling pathway and is essential for ciliogenesis. It may be required for cilia extension and growth. Interacts with ciliary components involved in human ciliopathies such as BBSomes and IFT proteins. Shuttles between cilium and nucleus in response to Shh signalling. Implicated in congenital hypogonadotropic hypogonadism (CHH) and Kallmann syndrome (KS), characterised by delayed puberty and infertility (PMID: 29263200).",PMID: 29263200,"Ciliary axoneme, nucleus",x,,,,
ENSG00000119333,WD repeat domain 34(WDR34),WDR34,613363,"Dynein intermediate chain associated with the retrograde intraflagellar transport motor dynein 2 (PMID: 25205765). Orthologous to Chlamydomonas FAP133 and Trypanosome DIC5 (PMID: 24989795). Homozygous missense mutations cause short-rib polydactyly syndrome type III/severe asphyxiating thoracic dysplasia (OMIM:; PMID: 24183449; PMID: 24183451). Acts as a TAK1-associated suppressor of the IL- 1R/TLR3/TLR4-induced NF- κB activation pathway. Patient fibroblast cilia are short with a bulbous tip (PMID: 24183449). Localises around basal bodies, centrioles and along the axoneme (PMID: 24183451). Interacts with DYNLL1 and DYNLL2 (PMID: 25294941), TCTEX1D2 (PMID: 25830415). Required for retrograde IFT and Hedgehog signalling in mouse (PMID: 28379358). WDR34 KO cells can assemble a",PMID: 24183451; PMID: 24183449; PMID: 30649997; PMID: 25205765; PMID: 24183451; PMID: 28379358; PMID: 30320547; PMID: 30649997,"Basal bodies, centrioles, axoneme",x,,,,x
ENSG00000118965,WD repeat domain 35(WDR35),WDR35,613602,"IFT121. IFT complex A component, endogenous WDR35 localizes to cilia and centrosomes throughout the developing embryo and human and mouse fibroblasts lacking the protein fail to produce cilia. Human and mouse homozygouse mutations in WDR35 cause ciliopathy short-rib polydactyly syndrome (PMID: 22987818). Heterozygous mutations shown to cause cranioectodermal dysplasia-2. OMIM:613602. Interacts with RagA, mTORC1 activator (PMID: 30570184)",PMID: 20817137; PMID: 21473986 ; PMID: 22987818; PMID: 30570184,"Along ciliary axoneme, IFT complex A",x,,x,,x
ENSG00000131725,WD repeat domain 44(WDR44),WDR44,,"Rab11 binding protein, negatively regulates ciliogenesis. Akt phosphorylates WDR44 at Ser342/344 to stabilise it and increase its binding to Rab11, which prevents ciliogenesis. WDR44 depletion promotes binding of Rab11a to Rabin8, which leads to preciliary trafficking and ciliogenesis- initiating events at the mother centriole. Disruption of Akt signaling causes a switch from Rab11-WDR44 to the Rab11-FIP3-Rabin8 complex which promotes ciliogenesis(PMID: 31204173) Endosomal protein phosphorylated by Akt at Ser346 (PMID: 31665227)",PMID: 31204173; PMID: 31665227,Rab11-positive membrane vesicles. Endosome. Plasma membrane?,,x,,,
ENSG00000126870,WD repeat domain 60(WDR60),WDR60,615462,"Dynein 2 intermediate chain. Biallelic truncating, frameshift or missense mutations cause autosomal recessive short-rib thoracic dysplasia type 8 with or without polydactyly (OMIM:615462) (PMID: 23910462). Localizes to the base of the cilium in human chondrocytes (PMID: 23910462), RPE1 cells (PMID: 25205765) and HEK293 cells (PMID: 25830415). Ciliogenesis is inhibited in fibroblasts from affected patients, GLI2 accumulates at basal body (PMID: 23910462). Stability of WDR34 and WDR60 is interdependent (PMID: 25205765). Localises to the centrosome in interphase, the spindle poles during mitosis and cytokinesis, and near the cytokinetic bridge during cytokinesis in HeLa cells (PMID: 25830415). Interaction with TCTEX1D2 light chain of the dynein-2 complex is crucial for ciliary protein trafficking. (PMID: 29742051).WDR60 KO cells extend axonemes but show reduced assembly of dynein-2 and binding to IFT proteins. Required to maintain a functional transition zone and for efficient bidirectional intraflagellar transport (PMID: 30320547; PMID: 30649997). Structure resolved in PMID:",PMID: 22326026; PMID: 25205765; PMID: 25830415; PMID: 29742051; PMID: 30320547; PMID: 30649997; PMID: 31451806,"Base of cilium, centrosome, spindle poles, cytokinetic bridge",x,,x,,x
ENSG00000075702,WD repeat domain 62(WDR62),WDR62,613583,"Truncating, frameshift or missense mutations cause primary autosomal recessive microcephaly type 2 (OMIM:613583). A WDR62- CEP170-KIF2A pathway promotes cilium disassembly in neural progenitors (PMID: 31197141). WDR62 ablation leads to retarded cilium disassembly, long cilium, and delayed cell cycle progression leading to decreased proliferation and premature differentiation of neural progenitor cells (PMID: 31197141). Localises to mitotic spindle poles with paralog MAPKBP1 (PMID: 28089251). Localises to the basal body. MIssense mutants localise to basal body but fail to recruit CPAP and IFT88 (PMID: 31816041)",PMID: 31197141; PMID: 31816041,Mitotic spindle poles. Basal bodies,x,,,,
